3830
JQ040572	2008-07
JQ040573	2008-07
JQ040574	2010-11-02
JQ040575	2010-09-19
JQ040576	2010-12-24
JQ040577	2008-03
JQ040578	2009-06
JQ040579	2008-04
JQ040580	2011-03-02
JQ040581	2011-02-06
KM262037	1993
KM262038	1999
KM262039	1999
KM262040	2000
KM262041	2004
KM262042	2005
KM262043	2005
KM262044	2005
KM262045	2005
KM262046	2012
KM262047	2012
KM262048	2012
KM262049	2013
KP072031	2012-05-07
KP072032	2012-05-14
KP072033	2012-05-18
KP072034	2012-05-25
KP072035	2012-05-28
KP072036	2012-05-28
KP072037	2012-06-11
KP072038	2012-08-10
KP072039	2012-11-30
KP072040	2012-12
KP072041	2013-01-18
KP072042	2013-04-02
KP072043	2013-04-26
KP072044	2013-04-18
KP072045	2013-02-16
KP072046	2013-02-20
KP072047	2013-05-22
KP072048	2013-06-20
KP072049	2013-07-01
KP072050	2013-07-28
KP072051	2013-08-06
KP072052	2013-07-09
KP202402	2014-03
KP202403	2014-03
KP202404	2014-04
KP202405	2014-04
KP202406	2014-05
KP202407	2014-05
KP202408	2014-05
KP202409	2014-05
KP202410	2014-05
KP202411	2014-06
KP202412	2014-06
KP202413	2014-06
KP202414	2014-07
KP202415	2014-07
KP202416	2014-08
KP202417	2014-09
KU198996	2015
KU198997	2015
KX907732	2015
KX907734	2015
KX966189	2015
KX966190	2015
KX966191	2015
KX966192	2015
KY123878	2015
KX148101	1979
KX148102	1991
KX148103	1981
KX148104	1978
KX148105	1980
KX148106	1990
KX148107	1986
KX148108	2011
KX148110	1991
KX148111	1991
KX148112	1991
KX148113	1991
KX148114	1995
KX148115	1996
KX148116	1996
KX148117	1997
KX148118	1994
KX148119	1993
KX148120	1993
KX148121	1993
KX148122	1991
KX148123	1991
KX148124	1991
KX148125	1994
KX148126	1996
KX148127	1991
KX148128	1992
KX148129	1994
KX148130	1994
KX148131	1994
KX148132	1994
KX148133	1986
KX148134	1994
KX148135	1991
KX148136	1993
KX148137	1993
KX148138	1993
KX148139	1993
KX148140	1986
KX148141	1992
KX148142	1994
KX148143	1993
KX148144	1994
KX148145	1986
KX148146	1993
KX148147	1988
KX148148	1992
KX148149	1991
KX148150	1986
KX148151	1996
KX148152	1996
KX148153	1996
KX148154	1997
KX148155	1993
KX148156	1991
KX148157	1993
KX148158	1993
KX148159	1974
KX148160	1991
KX148161	1972
KX148162	1993
KX148163	1993
KX148164	1993
KX148165	1993
KX148166	1993
KX148167	1993
KX148168	1987
KX148169	1990
KX148170	1990
KX148171	1991
KX148172	1987
KX148173	1997
KX148174	1998
KX148175	1998
KX148176	2004
KX148177	1996
KX148178	1996
KX148179	1996
KX148180	1993
KX148181	1996
KX148182	1996
KX148183	1993
KX148184	1996
KX148185	1996
KX148186	1984
KX148187	1996
KX148188	1991
KX148189	1985
KX148190	1976
KX148191	1993
KX148192	1993
KX148193	2008
KX148194	1989
KX148195	2004
KX148196	1990
KX148197	2015
KX148198	1993
KX148199	1993
KX148200	1988
KX148201	1986
KX148202	1995
KX148203	1986
KX148204	1992
KX148205	1994
KX148206	1996
KX148207	2014
KX148208	1992
KX148209	2004
KX148210	1998
KX148211	1986
KX148212	1993
KX148213	1982
KX148214	1995
KX148215	1995
KX148216	1986
KX148217	1986
KX148218	2009
KX148219	2009
KX148220	2013
KX148221	2014
KX148222	2014
KX148223	2000
KX148224	1991
KX148225	2002
KX148226	2002
KX148227	2004
KX148228	1998
KX148229	1990
KX148230	1995
KX148231	1990
KX148232	1992
KX148233	1992
KX148234	1986
KX148235	2001
KX148236	1993
KX148237	1993
KX148238	1991
KX148239	1992
KX148240	1990
KX148241	1996
KX148242	1994
KX148243	1987
KX148244	1990
KX148245	2009
KX148246	1997
KX148247	1999
KX148248	1999
KX148249	1998
KX148250	1999
KX148251	1998
KX148252	1999
KX148253	1998
KX148254	2001
KX148255	1999
KX148256	2002
KX148257	2002
KX148258	2002
KX148259	1994
KX148260	2004
KX148261	1994
KX148262	1994
KX148263	1994
KX148264	1994
KX148265	1998
KX148266	2003
KX148267	1992
KU954770	2013-10-20
KX661040	2015
KX661041	2015
KX661042	2015
KX686101	2015
KT895592	2013
KX346709	2016-01-15
KX522941	2015
LM645015	2006-03
LM645016	2006-04
LM645017	2005-12
LM645018	2006-11
LM645019	2010-06
LM645020	2007-01
LM645021	2006-02
LM645022	2006-11
LM645023	2006-03
LM645024	2006-03
LM645025	2006-02
LM645026	2006-02
LM645027	2006-11
LM645028	2006-03
LM645029	2007-04
LM645030	2007-05
LM645031	2006-05
LM645032	2010-06
LM645033	2010-05
LM645034	2009-05
LM645035	2010-09
LM645036	2010-09
LM645037	2008-11
LM645038	2009-12
LM645039	2009-01
LM645040	2009-01
LM645041	2008-04
LM645042	2009-03
LM645043	2010-01
LM645044	2011-03
LM645045	2007-02
LM645046	2006-03
LM645047	2008-12
LM645048	2005-11
LM645049	2007-01
LM645050	2007-01
LM645051	2007-01
LM645052	2006-02
LM645053	2007-01
LM645054	2007-10
LM645055	2006-09
LM645056	2008-04
KU534939	1987
KU534940	1989
KT221112	2005
KT221113	2005
KT221114	2005
KT221115	2005
KT221116	2005
KT221117	2006
KT221118	2006
KT221119	2007
KT221120	2007
KT221121	2008
KT221122	2008
KT221123	2008
KT221124	2007
KT221125	2008
KT221126	2008
KT221127	2009
KT221128	2010
KT221129	2010
KT221130	2010
KT221131	2010
KT221132	2011
KT221133	2012
KT221134	2012
KT221135	2012
KT221136	2013
KT221137	2013
KT221138	2013
KT221139	2013
KT221140	2014
KX036361	1990-03-01
KX036362	2001-12-01
KX036363	2002-01-01
KX036364	2002-01-01
KX036365	2002-01-01
KX036366	2002-10-01
KX036367	2002-10-01
KU198460	1989
KU198461	1990
KU198462	1990
KU198463	1990
KU198464	1991
KU198465	1992
KU198466	1993
KU198467	1997
KU198468	2000
KU198469	2001
KU198470	2002
KU198471	2007
KU198472	2012
KU198473	2012
KU198474	2012
KU198475	2013
KU198476	2013
KU198477	2013
KU198478	2013
KU198479	2014
KU946961	2009
KR906734	2008-07-12
KR906735	2008-08-06
KR906736	2008-08-05
KR906737	2008-11-23
KR906738	2004-02-14
KR906739	2004-04-18
KR906740	2009-02-15
KR906741	2003-06-18
KR906742	2009-09-12
KR906743	2010-05-03
KR906744	2010-05-27
KR906745	2010-10-26
KR906746	2010-11-02
KR906747	2010-11-26
KR906748	2010-12-29
KR906749	2010-12-24
KR906750	2010-12-26
KR906751	2011-02-07
KR906752	2011-02-11
KR906753	2011-02-28
KR906754	2011-02-28
KR906755	2011-01-02
KR906756	2011-01-29
KR906757	2010-10-03
KR906758	2010-04-04
KR906759	2010-04-16
KR906760	2010-04-23
KR906761	2010-04-24
KR906762	2010-04-28
KR906763	2010-05-17
KR906764	2010-09-27
KR906765	2010-09-28
KR906766	2010-11-26
KR906767	2011-05-11
KR906768	2011-05-11
KR906769	2011-06-17
KR906770	2011-06-29
KR906771	2011-08-15
KR906772	2011-08-19
KR906773	2011-09-27
KR906774	2011-09-22
KR906775	2011-09-24
KR906776	2011-10-16
KR906777	2011-12-05
KR906778	2011-12-22
KR906779	2012-02-19
KR906780	2011-12-22
KR906781	2012-04-09
KR906782	2012-04-29
KR906783	2012-05-12
KR906784	2012-06-06
KR906785	2012-06-11
KR906786	2012-06-16
KR906787	2012-07-07
KR906788	2012-04-02
KR906789	2012-07-04
KR906790	2012-07-27
KR906792	2012-04-26
KU888637	1993
KU888638	1985
KU888639	1991
KU888640	1987
KU888641	1991
KU888642	1991
KU888643	1998
KU888644	2003
KU888645	2002
KU884973	1993
KU899138	1991
LN879481	1998
KU739036	1996
KU739037	2009-06-18
KU739038	2007
KU739039	2007
KU739040	2009
KU739041	2009
KU739042	2006
KU739043	2007
KU739044	2010
KU739048	1990
KU739049	1985
KU739050	1991
LC071936	2013-04-29
LC071937	2014-06-23
LC071938	2014-04-11
LC071939	2014-04-13
LC071940	2014-03-20
LC071941	2014-08-01
LC071942	2013-05-31
LC071943	2014-09-06
LC071944	2014-05-27
LC071945	2014-02-02
LC071946	2013-03-22
LC071947	2013-10-07
LC071948	2014-08-07
LC071949	2013-05-01
LC071950	2014-04-21
LC071951	2013-05-02
LC071952	2013-12-09
LC071953	2014-03-02
LC071954	2014-11-05
LC071955	2013-06-29
LC071956	2013-05-28
LC071957	2013-02-03
LC071958	2013-07-14
LC071959	2013-02-22
LC071960	2013-06-30
LC071961	2014-11-06
LC071962	2014-01-18
LC071963	2013-04-24
LC071964	2014-02-09
LC071965	2014-04-11
LC071966	2013-01-11
LC071967	2014-09-05
LC071968	2013-05-31
LC071969	2014-06-28
LC071970	2014-07-18
LC071971	2014-07-31
LC071972	2014-02-03
LC071973	2013-01-21
LC071974	2013-02-06
LC071975	2013-05-06
LC071976	2014-04-21
LC071977	2013-06-05
LC071978	2013-09-10
LC071979	2013-10-09
LC071980	2013-12-23
LC071981	2013-10-02
LC071982	2014-09-05
LC071983	2014-11-17
KP860186	2013-08
KP860187	2013-08
KP860188	2013-03
KP860189	2013-08
KP860190	2013-07
KP860191	2013-07
KP860192	2013-08
KP860193	2013-08
KP860194	2013-08
KP860195	2013-09
KP860196	2013-09
KP860197	2013-10
KP860198	2013-08
KP860199	2013-08
KP860200	2013-08
KP860201	2013-08
KP860202	2013-08
KP860203	2013-08
KP860204	2010-07
KP860205	2010-07
KP860206	2012-08
KP860207	2013-01
KP860208	2013-11
KP860209	2013-08
KP860210	2013-09
KP860211	2013-10
KP860212	2013-07
KP860213	2013-08
KP860214	2013-08
KP860215	2013-08
KP860216	2013-08
KP860217	2013-08
KP860218	2013-12
KP860219	2013-12
KP860220	2013-07
KP860221	2013-07
KP860222	2013-08
KP860223	2013-08
KP860224	2013-08
KP860225	2013-08
KP860226	2013-09
KP860227	2013-08
KP860228	2013-08
KP860229	2013-11
KP860230	2013-12
KP860231	2013-12
KP860232	2013-12
KP860233	2013-08
KP860234	2013-12
KP881357	2013-08
KP881358	2013-08
KP881359	2013-08
KP881360	2013-08
KM979367	2011-06-07
KM979368	2011-07-14
KM979369	2011-11-11
KM979370	2011-12-09
KM979371	2011-12-11
KM979372	2012-01-06
KM979373	2012-02-03
KM979374	2012-02-06
LC018482	2012-02
LC018483	2012-04
LC018484	2012-04
LC018485	2012-05
LC018486	2012-05
LC018487	2012-06
LC018488	2012-07
LC018489	2012-07
LC018490	2012-07
LC018491	2012-07
LC018492	2012-09
LC018493	2012-09
LC018494	2012-12
LC018495	2012-12
LC018496	2012-12
LC018497	2012-01
LC018498	2012-02
LC018499	2012-03
LC018500	2012-03
LC018501	2012-04
LC018502	2012-08
LC018503	2012-08
LC018504	2012-08
LC018505	2012-08
LC018506	2012-11
LC018507	2012-12
LC018508	2013-01
LC018509	2013-01
LC018510	2013-01
LC018511	2013-01
LC018512	2013-02
LC018513	2013-02
LC018514	2013-02
LC018515	2013-02
LC018516	2013-02
LC018517	2012-06
LC018518	2012-06
LC018519	2012-06
LC018520	2012-06
LC018521	2012-06
LC018522	2012-07
LC018523	2013-01
LC018524	2013-02
LC018525	2013-02
LC018526	2012-05
LC018527	2012-05
LC018528	2012-05
LC018529	2012-05
LC018530	2012-06
LC018531	2012-06
LC018532	2012-11
LC018533	2012-11
LC018534	2012-12
LC018535	2011-05
LC018536	2011-06
LC018537	2011-08
LC018538	2011-10
LC018539	2012-02
LC018540	2012-05
LC018541	2012-06
LC018542	2012-06
LC018543	2012-06
LC018544	2012-08
LC018545	2013-04
LC018546	2013-04
LC018547	2013-04
LC018548	2013-02
LC018549	2013-01
LC018550	2013-02
LC018551	2013-03
LC018552	2013-03
LC018553	2013-04
LC018554	2013-04
LC018555	2013-05
LC018556	2013-05
LC018557	2013-05
LC018558	2013-02
LC018559	2013-02
LC018560	2013-02
LC018561	2013-02
LC018562	2013-02
LC018563	2013-03
LC018564	2013-03
LC018565	2013-03
LC018566	2013-03
LC018567	2013-03
LC018568	2013-03
LC018569	2013-03
LC018570	2013-04
LC018571	2013-04
LC018572	2013-04
LC018573	2013-04
LC018574	2013-04
LC018575	2013-04
LC018576	2013-04
LC018577	2013-04
LC018578	2013-05
LC018579	2013-05
LC018580	2013-05
LC018581	2013-05
LC018582	2013-06
LC018583	2013-06
LC018584	2013-06
LC018585	2013-06
LC018586	2013-08
LC018587	2013-07
LC018588	2013-07
LC018589	2013-08
LC018590	2013-09
LC018591	2013-09
KM594039	2009
KT728348	2003
KT728349	2003
KR534217	2008
KR534218	2008
KR534219	2007
KR534220	2008
KR534228	2010
KR534229	2010
KR534230	2010
KR534231	2010
KR534232	2011
KR534233	2011
KR534234	2011
KR534235	2011
KR534236	2011
KR534237	2011
KR534238	2011
KR534244	2011
KR534245	2011
KR534246	2011
KR534247	2011
KR534248	2011
KR534249	2011
KR534250	2011
KR534251	2011
KR534252	2011
KR534253	2011
KR534254	2011
KR534256	2011
KR105372	2014-11-01
KR105373	2014-11-01
KP997032	2014
KT006769	2013-10-29
KT336432	2012
KT336433	1991
KT336434	1992
KT336435	1993
KT336436	2012
KT336437	2012
KM093868	2012-05
KF482202	2002
KF482203	2002
KF482204	2002
KF482205	2003
KF482206	2003
KF482207	2003
KF482208	2004
KF482209	2004
KF482210	2004
KF482211	1991
KF482212	1992
KF482213	1994
KR230089	2015-01-23
KR230090	2015-01-23
KJ152775	2013-02-24
KJ173712	2013-04-03
AB981663	2011-11-04
AB981664	2011-10-18
KP221203	2012-12-04
LC029889	2009
KM272192	2012
KJ564280	2013-09-20
KP723638	2014-07-11
KP019942	2013
KP019943	2014
KM584048	2013-02-28
KM584049	2013-02-28
KM584050	2013-02-28
KJ004416	2013-12-01
KM278992	2013
KM278993	2013
KM278994	2013
KM408747	2010
KM492745	2013
KM492746	2001
KM492747	2008
KM492748	2002
KM492749	2009
KM492750	2011
KM492751	2013
KM492752	2014
KM492753	2012
KM492754	2013
KM492755	2013
KM492756	2013
KM492757	2013
KM492758	2013
KM492759	2013
KM492760	2013
KM492761	2013
KM492762	2013
KM492763	2014
KM492764	2014
KM492765	2014
KM016899	2014
KC252633	2011
KC252634	2011
KC977995	2009
KJ476819	2009
KJ476820	2012
KF620487	2012-05
KF620488	2012-11
KF620489	2013-01
JQ970480	2008
JQ970481	2006
JQ970482	2006
JQ970483	2008
JQ970484	2009
JQ970485	2009
JQ970486	2007
JQ970487	2009
KF726852	2009-01-30
KF726853	2010-11-30
KC660340	2010-08-27
KC660341	2010-04-02
KC660342	2011-01-14
KC660343	2011-03-25
KC660344	2011-05-11
KC660345	2011-02-08
KC660346	2011-06-06
KC660347	2011-01-26
KC660348	2010-10-07
KC660349	2011-02-17
KC660352	2010-06-08
KC535504	2007-02
KC535505	2007-01
KC535506	2008-03
KF977826	2011-09
HE801606	2008
HE801607	2009
HE801608	2008
HE801609	2006
HE801610	2007
HE801611	2007
HE801612	2006
HE801613	2007
HE801614	2007
HE801615	2007
HE801616	2007
HE801617	2008
HE801618	2008
HE802675	2010
HE802676	2007
KF709069	2010
KF709070	2010
KF709071	2011
KF709072	2011
KF709073	2011
KF709074	2011
KF709075	2012
KF709076	2012
KF709077	2012
KF709078	2013
KF709079	2013
KF709080	2013
KF709081	2013
KF709082	2013
KF733452	2013
KF663531	2011-05-16
KF663532	2011-07-26
KF663533	2011-05-27
KF663534	2011-05-30
KF663535	2011-04-28
KF663536	2011-04-26
KF663537	2012-06-12
KF663538	2012-03-16
KF663539	2009-11-19
KF663540	2010-02-09
KF663541	2009-08-12
KF663542	2011-12-15
KF663543	2012-02-08
KF663544	2012-05-27
KF663545	2012-04-08
KF663546	2011-09-16
KF660243	2012
KF660244	2012
KF437633	2012
KF437634	2012
KF437635	2012
KF437636	2012
KF437637	2013
KF437638	2013
KF437639	2013
KF437640	2013
KF437641	2013
KF437642	2013
KF437643	2013
KF437644	2012
KF437645	2012
KF437646	2012
KF437647	2012
KF437648	2013
KF437649	2013
KF437650	2013
KF437651	2013
KF437652	2013
KF437653	2013
KF437654	2013
KF501174	2013-07
KF501175	2013-07
KF501176	2013-07
KF501177	2013-07
KF501178	2013-07
KF501179	2013-07
JX944576	2008-11-02
JX944577	2009-02-20
JX944578	2009-11-09
JX944579	2009-11-13
JX944580	2010-04-21
JX944581	2010-02-04
JX944582	2010-05-20
JX944583	2010-09-03
JX944584	2003-07-30
JX944585	2010-04-11
JX944586	2010-08-23
JX944587	2010-09-30
JX944588	2009-05-28
JX944589	2010-06-03
JX944590	2010-06-16
JX944591	2010-02-25
JX944592	2010-06-27
JX944593	2010-08-28
JX987718	2002
JX987719	1996
JX987720	2004
JX987721	2003-07-11
JX987722	2008-09-08
JX987723	2009
JX987724	2009-11-12
JX987725	2011-01-02
JX987726	2011-01-24
JX987727	2011-02-05
JX987728	1985
JX987730	1980
JX987731	1981
JX987734	1996
JX987749	1991
KF150710	2004
KF150711	2004
KF150712	2004
KF150713	2004
KF150714	2004
KF150715	2004
KF150716	2002
KF150717	2004
KF150718	2004
KF150719	2004
KF150720	2004
KF150721	2004
KF150722	2004
KF150723	2004
KF150724	2004
KF150725	2004
KF150726	2004
KF150727	2004
KF150728	2004
KF150729	2004
KF150730	2004
KF150731	2004
KF150732	2004
KF150733	2005
KF150734	2005
KF150735	2005
KF150736	2009
KF150737	2009
KF150738	2009
KF150739	2009
KF150740	2011
KF150741	2011
KF150742	2011
KF150743	2012
KF150744	2012
KF150745	2012
JN936687	2005
JN936688	2008
JN936689	2005
JN936690	2006
JN936691	2006
JN936692	2006
JN936693	2006
JN936694	2006
JN936695	2008
JN936696	2005
JN936697	2005
JN936698	2005
JN936699	2006
JN936700	2006
JN936701	2010
JN936702	2010
JN936703	2010
JN936704	2010
JN936705	2005
JN936706	2005
JN936707	2005
JN936708	2006
JN936709	2006
JN936710	2006
JN936711	2006
JN936712	2006
JN936713	2006
JN936714	2007
JN936715	2008
JN936716	2008
JN936717	2008
JN936718	2008
JN936719	2008
JN936720	2008
JN936721	2009
JN936722	2009
JN936723	2009
JN936724	2009
JN936725	2005
JN936726	2005
JN936727	2006
JN936728	2006
JN936729	2006
JN936730	2006
JN936731	2006
JN936732	2008
JN936733	2008
JN936734	2008
JN936735	2008
JN936736	2008
JN936737	2008
JN936738	2008
JN936739	2008
JN936740	2008
JN936741	2008
JN936742	2008
JN936743	2008
JN936744	2009
JN936745	2009
JN936746	2009
JN936747	2009
JN936748	2008
JN936749	2008
JN936750	2008
JN936751	2008
JN936752	2008
JN936753	2009
JN936754	2009
JN936755	2009
JN936756	2009
JN936757	2010
JN936758	2010
JN936759	2010
JN936760	2010
JN936761	2010
JN936762	2010
JN936763	2010
JN936764	2006
JN936765	2007
JN936766	2007
JN936767	2007
JN936768	2008
JN936769	2008
JN936770	2008
JN936771	2008
JN936772	2008
JN936773	2008
JN936774	2009
JN936775	2009
JN936776	2009
JN936777	2009
JN936778	2009
JN936779	2010
JN936780	2004
JN936781	2004
JN936782	2005
JN936783	2005
JN936784	2005
JN936785	2009
JN936786	2009
JN936787	2008
JN936788	2008
JN936789	2008
JN936790	2008
JN936791	2008
JN936792	2008
JN936793	2008
AB838709	2009-03
AB838710	2009-04
KF154996	1987
KF154999	2008
KF155000	2010
KF155001	2009
KF155002	2010
KC737850	2011
KC791793	1995-01-01
KC791794	1988-01-01
KC791802	2002-01-01
KC791803	2002-01-01
KC791806	2002-01-01
KC791807	2002-01-01
KC791808	2002-01-01
KC791810	2002-01-01
KC791814	2005-01-01
KC791815	2005-01-01
KC791816	2005-01-01
KC791817	2009-01-01
KC791818	2009-01-01
KC791819	2009-01-01
KC791820	2009-01-01
KC791821	2009-01-01
KC791822	2009-01-01
KC791823	2009-01-01
KC791824	2009-01-01
KC791825	2009-01-01
KC791848	2009-01-01
KC791850	2010-01-01
KC791852	2010-01-01
KC791853	2010-01-01
KC791854	2010-01-01
KC791861	2010-01-01
KC791887	2011-01-01
KC791888	2011-01-01
KC791889	2011-01-01
KC791890	2011-01-01
KC791891	2011-01-01
KC791905	2011-01-01
KC791910	2011-01-01
KC791914	2011-01-01
KC791915	2011-01-01
KC791955	2011-01-01
KC791956	2011-01-01
KC791961	2011-01-01
KC791962	2011-01-01
KC791972	2004-01-01
KC791973	2005-01-01
KC791974	2005-01-01
KC791975	2005-01-01
KC791976	2006-01-01
KC791977	2007-01-01
KC791978	2007-01-01
KC791979	2007-01-01
KC791980	2007-01-01
KC791981	2008-01-01
KC791982	2008-01-01
KC791983	2008-01-01
KC791984	2008-01-01
KC791985	2008-01-01
KC791986	2008-01-01
KC791987	2008-01-01
KC791988	2008-01-01
KC791989	2009-01-01
KC791990	2009-01-01
KC791991	2009-01-01
KC791992	2009-01-01
KC791993	2009-01-01
KC791994	2009-01-01
KC791995	2010-01-01
KC791996	2010-01-01
KC791997	2011-01-01
KC791998	2011-01-01
KC791999	2006-01-01
KC792000	2006-01-01
KC792018	2011-01-01
KC792026	2011-01-01
KC792032	2011-01-01
KC792033	2011-01-01
KC792043	2011-01-01
KC792056	2012-01-01
KC792057	2012-01-01
KC792058	2012-01-01
KC792059	2012-01-01
KC792060	2012-01-01
KC792067	2012-01-01
KC792068	2012-01-01
KC792072	2012-01-01
KC792077	2012-01-01
KC792078	2012-01-01
KC792079	2012-01-01
KC792080	2012-01-01
KC792081	2012-01-01
KC792082	2012-01-01
KC792083	1979-01-01
KC792084	1974-01-01
KC792085	1978-01-01
KC792091	2009-01-01
KC792092	2009-01-01
KC792093	2009-01-01
KC792094	2009-01-01
KC792095	2009-01-01
KC792096	2009-01-01
KC792097	2009-01-01
KC792148	1988-01-01
KC792152	1988-01-01
KC792153	2008-01-13
KC792154	2008-03-11
KC792155	2009-03-24
KC792156	2008-12-05
KC792157	2008-11-11
KC792158	2008-12-19
KC792159	2009-01-07
KC792160	2009-02-26
KC792161	2009-03-01
KC792162	2009-03-16
KC792163	2009-04-08
KC792164	2009-05-20
KC792165	2009-07-29
KC792166	2009-09-10
KC792167	2009-11-23
KC792168	2009-12-16
KC792169	2009-12-30
KC792170	2010-01-07
KC792171	2010-01-11
KC792172	2010-04-13
KC792173	2010-04-22
KC792174	2010-05-04
KC792175	2011-01-25
KC792176	2011-02-07
KC792177	2011-01-03
KC792178	2011-01-03
KC792179	2011-02-25
KC792180	2011-03-14
KC792181	2011-03-10
KC792182	2011-03-15
KC792183	2011-03-29
KC792184	2010-01-21
KC792185	2010-02-13
KC792186	2010-02-25
KC792187	2010-03-02
KC792188	2010-03-14
KC792192	1984-01-01
KC792194	1984-01-01
KC792195	1984-01-01
KC792196	2001-01-01
KC792197	1979-01-01
KC792198	2005-01-01
KC792203	2005-01-01
KC792204	2005-01-01
KC792205	2005-01-01
KC792206	2005-01-01
KC792207	2005-01-01
KC792216	1984-01-22
KC792218	1984-07-22
KC792219	2002-01-01
KC792222	2010-01-01
KC792223	2010-01-01
KC792224	2010-01-01
KC792225	2011-01-01
KC792226	2011-01-01
KC792227	2011-01-01
KC792228	2011-01-01
KC792229	2011-01-01
KC792230	2010-01-01
KC792231	2010-01-01
KC792232	2003-01-01
KC792233	2011-01-01
KC792234	2003-01-01
KC792235	2011-01-01
KC792236	2011-01-01
KC792238	2011-08-18
KC792243	1998-01-01
KC792277	2011-01-01
AB817099	2010-01
AB817100	2009-08
AB817101	2009-03
AB817102	2009-09
AB817103	2008-09
AB817104	2008-09
AB817105	2008-10
AB817106	2009-10
AB817107	2008-10
AB817108	2008-10
AB817109	2009-10
AB817110	2009-10
AB817111	2009-10
AB817112	2008-10
AB817113	2009-10
AB817114	2009-10
AB817115	2009-11
AB817116	2009-01
AB817117	2008-12
AB817118	2009-02
AB817119	2008-09
AB817120	2009-02
AB817121	2010-02
AB817122	2010-02
AB817123	2009-03
AB817124	2009-03
AB817125	2009-03
AB817126	2010-03
AB817127	2009-01
AB817128	2009-03
AB817129	2009-04
AB817130	2009-04
AB817131	2010-03
AB817132	2009-04
AB817133	2009-04
AB817134	2010-04
AB817135	2009-05
AB817136	2010-05
AB817137	2010-05
AB817138	2009-05
AB817139	2009-06
AB817140	2009-06
AB817141	2009-07
AB817142	2009-07
AB817143	2009-08
AB817144	2009-08
AB817145	2009-08
AB817146	2009-08
AB771910	2010-01
AB771911	2009-09
AB771912	2009-11
AB771913	2009-12
AB771914	2010-01
AB771915	2010-01
AB771916	2009-10
AB771917	2009-11
AB771918	2009-05
AB771919	2009-06
AB771920	2009-09
KC660078	2012-05-13
KC762941	2009-01
AB563791	2004-01
AB563792	2004-04
AB563793	2004-07
AB563794	2004-07
AB563795	2004-07
AB563796	2004-07
AB563797	2004-08
AB563798	2004-09
AB563799	2004-09
AB563800	2005-01
AB563801	2005-01
AB563802	2005-01
AB563803	2005-02
AB563804	2005-03
AB563805	2005-03
AB563806	2005-03
AB563807	2005-04
AB563808	2005-04
AB563809	2005-04
AB563810	2005-05
AB563811	2005-06
AB563812	2005-07
AB563813	2005-07
AB563814	2005-08
AB563815	2005-09
AB563816	2005-09
AB563817	2005-10
AB563818	2006-01
AB563819	2006-05
AB563820	2006-05
AB563821	2006-05
AB563822	2006-05
AB563823	2006-06
AB563824	2006-09
AB563825	2006-09
AB563826	2006-09
AB563827	2006-09
AB563828	2006-09
AB563829	2006-09
AB563830	2006-09
AB563831	2006-10
AB563832	2007-06
AB563833	2007-07
AB563834	2007-07
AB563835	2007-09
AB563836	2007-09
AB563837	2007-10
AB563838	2008-06
AB563839	2008-06
AB563840	2008-06
AB563841	2008-06
AB563842	2008-06
AB563843	2008-07
AB563844	2008-07
AB563845	2008-07
AB563846	2008-07
AB563847	2008-07
AB563848	2008-07
AB563849	2008-07
AB563850	2008-07
AB563851	2008-07
AB563852	2008-07
AB563853	2008-07
AB563854	2008-07
AB563855	2008-07
AB563856	2008-07
AB563857	2008-08
AB563858	2008-07
AB563859	2008-07
AB563860	2008-07
AB563861	2008-08
AB563862	2008-08
AB563863	2008-08
AB563864	2008-08
AB563865	2008-08
AB563866	2008-08
AB563867	2008-08
AB563868	2008-08
AB563869	2008-08
AB563870	2008-09
AB563871	2008-08
AB563872	2008-08
AB563873	2008-08
AB563874	2008-09
AB563875	2008-09
AB563876	2008-09
AB563877	2008-09
AB563878	2008-09
AB563879	2008-09
AB563880	2008-09
AB563881	2008-09
AB563882	2008-09
AB563883	2008-09
AB563884	2008-10
AB563885	2008-10
AB563886	2008-08
AB563887	2008-10
AB563888	2008-10
AB563889	2008-10
AB563890	2008-09
AB563891	2008-09
AB563892	2008-09
AB563893	2008-09
AB563894	2008-09
AB563895	2008-09
AB563896	2008-09
AB563897	2008-09
AB563898	2008-10
AB563899	2008-11
AB563900	2008-10
AB563901	2008-10
AB563902	2008-11
AB563903	2008-11
AB563904	2008-11
AB563905	2008-11
AB563906	2008-11
AB563907	2008-11
AB563908	2008-12
AB563909	2008-12
AB563910	2008-12
AB563911	2008-10
AB563912	2008-11
AB563913	2008-11
AB563914	2008-11
AB563915	2008-11
AB563916	2008-11
AB563917	2008-11
AB563918	2008-11
AB563919	2008-09
AB563920	2008-10
AB563921	2008-12
AB563922	2009-01
AB563923	2009-01
AB563924	2008-12
AB563925	2008-12
AB563926	2009-01
AB563927	2009-01
AB563928	2009-01
AB563929	2009-01
AB563930	2009-01
AB563931	2009-01
AB563932	2008-12
AB563933	2008-11
AB563934	2008-11
AB563935	2008-12
AB563936	2008-12
AB563937	2009-02
AB563938	2009-02
AB563939	2009-02
AB563940	2009-02
AB563941	2009-02
AB563942	2009-02
AB563943	2009-02
AB563944	2009-03
AB563945	2009-03
AB563946	2009-02
AB563947	2009-01
AB563948	2009-02
AB563949	2009-02
AB563950	2009-03
AB563951	2009-03
AB563952	2009-03
AB563953	2009-03
AB563954	2009-03
AB563955	2009-03
AB563956	2009-04
AB563957	2009-04
AB563958	2009-01
AB563959	2009-01
AB563960	2009-01
AB563961	2009-02
